"AnimalID","Name","DateTime","OutcomeType","AnimalType","Age","Sex","IsFixed","MixColor","MainColor","MixBreed","MainBreed"
"A682499","Yes","2014-07-06 18:11:00","Adoption","Dog",365,"Male","Yes","No","Brown","Yes","Labrador Retriever"
"A687070","Yes","2014-09-19 18:00:00","Adoption","Dog",60,"Male","Yes","Yes","Blue","Yes","Chihuahua Shorthair"
"A667344","No","2013-11-24 17:48:00","Adoption","Cat",60,"Female","Yes","Yes","Blue","Yes","Domestic Longhair"
"A594828","Yes","2015-12-13 16:58:00","Adoption","Dog",1825,"Male","Yes","No","Black","Yes","Labrador Retriever"
"A711391","No","2015-09-07 09:00:00","Transfer","Cat",365,"Unknown","Unknown","No","Orange","Yes","Domestic Shorthair"
"A691118","Yes","2014-11-15 18:21:00","Adoption","Dog",365,"Male","Yes","Yes","Brown","Yes","Chihuahua Shorthair"
"A677293","No","2014-04-23 11:17:00","Transfer","Cat",4,"Male","No","No","Orange","Yes","Domestic Shorthair"
"A714103","No","2015-10-29 11:24:00","Transfer","Cat",1460,"Male","Yes","Yes","Brown","Yes","Other"
"A689336","Yes","2014-10-10 11:57:00","Adoption","Dog",60,"Male","Yes","No","Tricolor","Yes","German Shepherd"
"A638565","Yes","2014-05-11 13:22:00","Return_to_owner","Dog",1095,"Male","Yes","No","Brown","Yes","Catahoula"
"A708168","Yes","2015-08-03 11:32:00","Transfer","Dog",2920,"Male","Yes","Yes","Brown","Yes","Jack Russell Terrier"
"A704261","Yes","2015-06-07 19:18:00","Adoption","Dog",60,"Female","Yes","No","Yellow","Yes","Labrador Retriever"
"A680702","No","2014-06-06 14:39:00","Transfer","Cat",7,"Male","No","Yes","Orange","Yes","Domestic Shorthair"
"A684799","Yes","2014-08-01 19:19:00","Adoption","Dog",30,"Male","Yes","No","Tricolor","Yes","Australian Shepherd"
"A670543","Yes","2014-03-25 11:14:00","Transfer","Cat",120,"Female","Yes","No","Black","Yes","Domestic Shorthair"
"A676368","No","2014-04-13 17:57:00","Adoption","Dog",60,"Male","Yes","Yes","Tan","Yes","Basset Hound"
"A692909","Yes","2014-11-28 18:23:00","Euthanasia","Dog",365,"Female","Yes","No","Brown","Yes","Pit Bull"
"A665559","Yes","2013-10-21 14:29:00","Euthanasia","Dog",365,"Male","No","No","Gray","Yes","Lhasa Apso"
"A707694","Yes","2015-07-16 15:19:00","Transfer","Dog",365,"Female","No","Yes","White","Yes","Pit Bull"
"A681037","No","2014-06-16 13:52:00","Euthanasia","Dog",1095,"Male","No","Yes","Brown","Yes","Pit Bull"
"A688191","Yes","2014-09-20 19:08:00","Adoption","Dog",365,"Male","Yes","No","Black","Yes","Flat Coat Retriever"
"A640613","Yes","2014-09-19 18:20:00","Adoption","Cat",730,"Female","Yes","No","Orange","Yes","Domestic Shorthair"
"A709056","Yes","2015-08-04 14:29:00","Return_to_owner","Cat",1095,"Male","Yes","Yes","Orange","Yes","Domestic Shorthair"
"A684595","No","2014-08-02 12:43:00","Adoption","Cat",60,"Female","Yes","Yes","White","Yes","Domestic Shorthair"
"A701364","Yes","2015-05-07 14:49:00","Transfer","Cat",1460,"Female","Yes","Yes","Brown","Yes","Domestic Shorthair"
"A702951","No","2015-05-29 12:10:00","Adoption","Dog",60,"Female","Yes","No","Black","Yes","Labrador Retriever"
"A677309","Yes","2014-05-05 12:11:00","Return_to_owner","Dog",1095,"Female","Yes","No","White","Yes","Chihuahua Shorthair"
"A624198","Yes","2014-01-04 15:23:00","Adoption","Dog",365,"Female","Yes","Yes","Black","Yes","Catahoula"
"A669848","No","2013-12-29 18:12:00","Adoption","Cat",90,"Female","Yes","Yes","Blue","Yes","Domestic Shorthair"
"A696113","Yes","2015-02-02 17:36:00","Adoption","Dog",210,"Female","Yes","No","Tricolor","Yes","Other"
"A695944","No","2015-01-26 12:26:00","Euthanasia","Cat",1460,"Male","No","No","Seal Point","Yes","Domestic Shorthair"
"A710761","Yes","2015-08-30 17:46:00","Transfer","Dog",365,"Male","Yes","Yes","Black","No","German Shepherd"
"A685309","Yes","2014-08-23 17:29:00","Adoption","Dog",1095,"Male","Yes","Yes","White","Yes","Chihuahua Shorthair"
"A688178","Yes","2014-10-18 18:14:00","Adoption","Cat",60,"Male","Yes","No","Brown","Yes","Domestic Shorthair"
"A701752","Yes","2015-05-12 17:41:00","Adoption","Cat",60,"Female","Yes","Yes","Black","Yes","Domestic Shorthair"
"A683902","No","2014-07-21 17:34:00","Adoption","Cat",60,"Male","Yes","No","Orange","Yes","Domestic Shorthair"
"A678576","Yes","2014-05-17 08:32:00","Transfer","Dog",730,"Male","No","Yes","Black","No","Miniature Pinscher"
"A667766","Yes","2013-11-25 13:20:00","Transfer","Cat",365,"Male","Yes","Yes","White","Yes","Domestic Shorthair"
"A640804","Yes","2014-02-17 15:25:00","Adoption","Cat",365,"Male","Yes","No","Brown","Yes","Domestic Shorthair"
"A691181","Yes","2014-12-15 16:00:00","Transfer","Dog",1095,"Male","Yes","Yes","Fawn","Yes","Pit Bull"
"A696004","Yes","2015-01-28 10:39:00","Euthanasia","Dog",1825,"Female","Yes","Yes","Sable","Yes","Cardigan Welsh Corgi"
"A690042","Yes","2014-11-30 14:52:00","Adoption","Cat",60,"Female","Yes","No","Torbie","Yes","Domestic Shorthair"
"A713451","Yes","2016-01-19 18:39:00","Adoption","Cat",120,"Female","Yes","Yes","White","Yes","Domestic Medium Hair"
"A706300","Yes","2015-06-28 09:00:00","Transfer","Cat",730,"Male","Yes","No","Black","Yes","Domestic Shorthair"
"A612857","No","2014-12-08 09:00:00","Transfer","Cat",1095,"Male","Yes","No","Orange","Yes","Domestic Shorthair"
"A688071","Yes","2014-09-30 13:25:00","Adoption","Dog",365,"Male","Yes","Yes","Brown","Yes","German Shepherd"
"A694913","Yes","2015-01-10 18:18:00","Adoption","Cat",365,"Male","Yes","Yes","Blue","Yes","Domestic Shorthair"
"A686147","Yes","2014-10-04 13:31:00","Adoption","Cat",90,"Male","Yes","No","Black","Yes","Domestic Shorthair"
"A714144","Yes","2015-11-05 13:54:00","Transfer","Cat",60,"Female","No","Yes","Brown","Yes","Domestic Shorthair"
"A676375","Yes","2014-08-19 12:18:00","Transfer","Cat",365,"Female","Yes","No","Black","Yes","Domestic Shorthair"
"A686297","Yes","2014-08-29 17:48:00","Euthanasia","Dog",150,"Male","Yes","Yes","Blue","Yes","Pit Bull"
"A663510","Yes","2015-07-19 11:54:00","Return_to_owner","Dog",1095,"Male","Yes","No","Brown","Yes","Pit Bull"
"A660137","Yes","2013-10-12 19:03:00","Adoption","Cat",90,"Male","Yes","No","Blue","Yes","Domestic Shorthair"
"A670571","Yes","2014-01-20 18:17:00","Adoption","Dog",120,"Female","Yes","Yes","Other","Yes","Chow Chow"
"A674605","Yes","2014-03-24 13:31:00","Transfer","Dog",730,"Male","Yes","No","Black","Yes","Pug"
"A682763","Yes","2014-09-20 17:58:00","Adoption","Cat",90,"Female","Yes","No","Calico","Yes","Domestic Shorthair"
"A712627","No","2015-09-29 18:45:00","Adoption","Cat",90,"Female","Yes","Yes","Black","Yes","Domestic Medium Hair"
"A681963","Yes","2014-08-13 17:26:00","Adoption","Dog",30,"Female","Yes","Yes","White","Yes","Australian Cattle Dog"
"A680447","No","2014-06-03 11:08:00","Transfer","Cat",3,"Male","No","No","Black","Yes","Domestic Shorthair"
"A717051","Yes","2016-01-05 13:40:00","Adoption","Dog",365,"Male","Yes","No","Fawn","Yes","Pit Bull"
"A693786","Yes","2015-01-27 19:12:00","Adoption","Dog",730,"Female","Yes","No","Red","Yes","Labrador Retriever"
"A715022","No","2015-11-03 13:57:00","Transfer","Dog",120,"Male","No","Yes","White","Yes","Australian Cattle Dog"
"A681643","No","2014-06-19 10:13:00","Euthanasia","Cat",365,"Male","Yes","Yes","White","Yes","Domestic Shorthair"
"A703840","Yes","2015-08-09 12:21:00","Adoption","Dog",730,"Male","Yes","Yes","Brown","Yes","Chihuahua Shorthair"
"A716168","Yes","2016-02-19 17:02:00","Adoption","Dog",30,"Male","Yes","Yes","Yellow","Yes","Other"
"A720471","Yes","2016-02-17 00:00:00","Transfer","Dog",365,"Female","Yes","Yes","White","Yes","Jack Russell Terrier"
"A671519","Yes","2014-02-02 18:58:00","Adoption","Dog",365,"Male","Yes","No","Red","Yes","Labrador Retriever"
"A699565","Yes","2015-06-11 15:47:00","Transfer","Dog",365,"Male","Yes","Yes","Brown","Yes","Pit Bull"
"A687163","No","2014-09-09 09:00:00","Transfer","Cat",1095,"Female","No","No","Calico","Yes","Domestic Medium Hair"
"A708516","No","2015-07-29 09:00:00","Transfer","Cat",150,"Unknown","Unknown","No","Orange","Yes","Domestic Shorthair"
"A663605","Yes","2013-10-01 16:05:00","Return_to_owner","Cat",90,"Male","Yes","Yes","Brown","Yes","Domestic Shorthair"
"A667270","Yes","2013-11-17 12:53:00","Transfer","Dog",90,"Male","Yes","Yes","White","Yes","Anatol Shepherd"
"A681920","Yes","2015-04-07 15:06:00","Return_to_owner","Dog",365,"Male","Yes","Yes","Black","Yes","Labrador Retriever"
"A670396","Yes","2014-01-10 16:51:00","Return_to_owner","Dog",365,"Female","Yes","No","White","Yes","Chihuahua Shorthair"
"A712505","Yes","2015-10-02 16:32:00","Adoption","Dog",2920,"Male","Yes","Yes","Tan","Yes","Chihuahua Shorthair"
"A690502","No","2014-10-26 13:00:00","Transfer","Dog",730,"Female","Yes","Yes","Tan","Yes","Chihuahua Shorthair"
"A708416","No","2015-07-27 15:38:00","Transfer","Cat",21,"Unknown","Unknown","No","Orange","Yes","Domestic Shorthair"
"A685567","Yes","2014-09-09 16:28:00","Adoption","Dog",730,"Female","Yes","Yes","Brown","Yes","Catahoula"
"A674586","Yes","2014-04-19 17:20:00","Adoption","Dog",730,"Male","Yes","No","Brown","Yes","Cairn Terrier"
"A704094","Yes","2015-06-11 15:50:00","Transfer","Dog",60,"Female","No","No","Chocolate","Yes","Chihuahua Shorthair"
"A691403","Yes","2014-11-07 16:32:00","Transfer","Dog",2190,"Male","No","Yes","Brown","No","Boston Terrier"
"A669878","Yes","2014-01-23 12:50:00","Transfer","Dog",730,"Female","Yes","No","Brown","Yes","Plott Hound"
"A698386","Yes","2015-03-11 17:23:00","Return_to_owner","Dog",365,"Male","No","No","Tricolor","Yes","Rat Terrier"
"A671302","Yes","2014-02-01 16:00:00","Adoption","Dog",365,"Male","Yes","No","Black","Yes","Labrador Retriever"
"A666416","Yes","2013-11-06 16:07:00","Return_to_owner","Dog",1460,"Male","Yes","Yes","Tan","Yes","Pit Bull"
"A678657","Yes","2014-07-15 16:37:00","Adoption","Dog",1460,"Male","Yes","Yes","White","Yes","Chihuahua Shorthair"
"A682067","Yes","2014-07-29 14:18:00","Adoption","Cat",730,"Female","Yes","No","Brown","Yes","Domestic Shorthair"
"A417622","Yes","2015-07-16 16:02:00","Return_to_owner","Dog",365,"Male","Yes","Yes","Black","No","Miniature Pinscher"
"A693533","No","2014-12-11 14:52:00","Transfer","Dog",30,"Female","No","Yes","Black","Yes","German Shepherd"
"A713975","No","2015-10-16 10:48:00","Died","Cat",14,"Unknown","Unknown","No","Blue","Yes","Domestic Medium Hair"
"A712374","No","2015-09-26 17:24:00","Adoption","Cat",60,"Male","Yes","No","Brown","Yes","Domestic Shorthair"
"A708699","Yes","2015-08-15 14:36:00","Adoption","Cat",1825,"Male","Yes","Yes","Blue","Yes","Domestic Longhair"
"A669731","No","2013-12-30 17:14:00","Adoption","Dog",1460,"Male","Yes","Yes","Black","Yes","Other"
"A690220","Yes","2014-10-20 19:02:00","Adoption","Dog",365,"Female","Yes","No","Brown","Yes","Boston Terrier"
"A672271","No","2014-02-13 18:05:00","Euthanasia","Dog",365,"Male","No","No","Brown","No","Chow Chow"
"A718068","Yes","2015-12-27 16:52:00","Transfer","Dog",120,"Female","No","Yes","Sable","Yes","Pit Bull"
"A613378","Yes","2013-12-11 14:56:00","Return_to_owner","Dog",1095,"Male","Yes","Yes","Blue","Yes","Pit Bull"
"A692913","Yes","2014-11-29 11:57:00","Adoption","Dog",1460,"Female","Yes","No","Tan","Yes","Cairn Terrier"
"A677765","Yes","2014-04-29 12:42:00","Return_to_owner","Dog",365,"Female","No","Yes","Brown","Yes","Boxer"
"A677022","No","2014-04-18 14:48:00","Transfer","Cat",365,"Male","No","No","Orange","Yes","Domestic Shorthair"
"A484400","Yes","2014-02-27 16:04:00","Return_to_owner","Dog",2555,"Male","Yes","No","Black","Yes","Pit Bull"
"A678140","Yes","2014-05-08 11:34:00","Transfer","Cat",28,"Female","No","No","Tortie","Yes","Domestic Longhair"
"A704141","Yes","2015-09-23 14:52:00","Adoption","Cat",1095,"Male","Yes","No","Orange","Yes","Domestic Shorthair"
"A695578","Yes","2015-05-16 12:32:00","Transfer","Dog",365,"Male","Yes","Yes","Tan","Yes","American Bulldog"
"A681730","Yes","2014-07-25 17:17:00","Transfer","Dog",365,"Male","Yes","Yes","Chocolate","Yes","German Shepherd"
"A689520","No","2014-10-06 09:00:00","Transfer","Cat",120,"Male","No","No","Brown","Yes","Domestic Shorthair"
"A689390","Yes","2014-10-08 11:25:00","Transfer","Dog",365,"Female","No","Yes","Black","Yes","Doberman Pinsch"
"A714561","No","2015-10-26 09:00:00","Transfer","Cat",120,"Female","No","No","Torbie","Yes","Domestic Shorthair"
"A701176","Yes","2015-04-25 11:28:00","Return_to_owner","Dog",365,"Female","Yes","No","Tricolor","Yes","Beagle"
"A681566","No","2014-06-30 17:01:00","Return_to_owner","Dog",730,"Male","Yes","No","Black","Yes","Other"
"A686074","Yes","2014-08-20 16:46:00","Adoption","Dog",1095,"Male","Yes","No","Tricolor","Yes","Cardigan Welsh Corgi"
"A670475","Yes","2014-01-28 11:05:00","Transfer","Dog",1460,"Male","No","Yes","Tan","Yes","Australian Shepherd"
"A681982","No","2014-06-29 17:02:00","Adoption","Dog",1825,"Male","Yes","Yes","White","Yes","Jack Russell Terrier"
"A690517","No","2014-10-23 09:00:00","Transfer","Cat",120,"Female","No","No","Black","Yes","Domestic Shorthair"
"A702058","No","2015-05-08 17:01:00","Transfer","Cat",7,"Unknown","Unknown","No","Black","Yes","Domestic Shorthair"
"A713857","No","2015-10-18 16:33:00","Transfer","Dog",210,"Female","No","Yes","Black","Yes","Dachshund Longhair"
"A683574","Yes","2014-07-24 16:03:00","Adoption","Cat",210,"Female","Yes","No","Calico","Yes","Other"
"A699492","Yes","2015-04-05 16:20:00","Adoption","Dog",90,"Female","Yes","Yes","Black","Yes","Labrador Retriever"
"A676882","Yes","2014-06-08 12:53:00","Adoption","Cat",365,"Female","Yes","No","Torbie","Yes","Maine Coon"
"A659836","Yes","2014-05-17 15:54:00","Adoption","Dog",270,"Female","Yes","No","Black","Yes","Labrador Retriever"
"A701299","No","2015-04-27 13:37:00","Transfer","Cat",14,"Male","No","No","Black","Yes","Domestic Shorthair"
"A694028","No","2014-12-20 09:13:00","Euthanasia","Cat",365,"Female","No","Yes","White","Yes","Domestic Shorthair"
"A717021","No","2015-11-30 18:29:00","Died","Cat",365,"Female","No","Yes","Brown","Yes","Domestic Shorthair"
"A674935","Yes","2014-03-24 17:24:00","Adoption","Dog",730,"Male","Yes","Yes","Tan","Yes","Pug"
"A694756","Yes","2015-01-04 17:10:00","Return_to_owner","Dog",365,"Male","Yes","No","Black","Yes","Labrador Retriever"
"A686109","Yes","2014-08-27 18:31:00","Adoption","Cat",60,"Male","Yes","Yes","Orange","Yes","Domestic Shorthair"
"A676877","Yes","2014-04-16 18:25:00","Return_to_owner","Dog",1825,"Female","Yes","No","Black","Yes","Pug"
"A705571","Yes","2015-06-28 18:25:00","Adoption","Dog",30,"Male","Yes","Yes","Brown","Yes","Bull Terrier"
"A696212","Yes","2015-02-02 11:30:00","Return_to_owner","Dog",365,"Male","Yes","Yes","White","Yes","Pomeranian"
"A663451","Yes","2013-12-04 15:32:00","Adoption","Cat",90,"Male","Yes","Yes","Blue","Yes","Domestic Shorthair"
"A669276","Yes","2013-12-19 17:10:00","Return_to_owner","Dog",365,"Male","Yes","Yes","Tan","Yes","Chihuahua Shorthair"
"A447753","Yes","2015-03-20 16:01:00","Transfer","Dog",3285,"Female","Yes","Yes","Brown","No","Pit Bull"
"A714061","Yes","2015-10-19 20:13:00","Return_to_owner","Dog",365,"Male","Yes","Yes","Black","Yes","Pit Bull"
"A674673","No","2014-03-17 13:36:00","Return_to_owner","Dog",1,"Male","No","Yes","White","Yes","Pit Bull"
"A665802","Yes","2013-11-01 19:24:00","Adoption","Cat",90,"Male","Yes","No","Black","Yes","Domestic Shorthair"
"A709917","Yes","2015-09-19 15:50:00","Adoption","Cat",210,"Male","Yes","No","Cream","No","Domestic Medium Hair"
"A673122","Yes","2014-03-15 16:59:00","Adoption","Dog",1825,"Female","Yes","No","White","No","Maltese"
"A689241","Yes","2015-12-19 11:31:00","Return_to_owner","Dog",1095,"Female","Yes","Yes","Black","Yes","Labrador Retriever"
"A679703","Yes","2014-07-01 14:10:00","Adoption","Dog",60,"Female","Yes","No","Tricolor","Yes","Australian Shepherd"
"A659644","Yes","2015-05-20 18:18:00","Return_to_owner","Dog",1095,"Female","Yes","Yes","Brown","Yes","Pit Bull"
"A668873","Yes","2013-12-13 18:34:00","Return_to_owner","Dog",270,"Female","Yes","Yes","Brown","Yes","Labrador Retriever"
"A371000","Yes","2015-10-02 12:19:00","Adoption","Cat",365,"Male","Yes","Yes","Blue","Yes","Domestic Shorthair"
"A701609","Yes","2015-05-07 12:50:00","Transfer","Cat",365,"Female","No","Yes","Calico","Yes","Domestic Shorthair"
"A679065","Yes","2014-05-26 19:04:00","Return_to_owner","Dog",730,"Male","Yes","No","Black","Yes","Labrador Retriever"
"A684102","No","2014-07-19 16:11:00","Transfer","Cat",28,"Male","No","Yes","Orange","Yes","Domestic Shorthair"
"A677202","No","2014-04-25 11:02:00","Transfer","Dog",365,"Male","Yes","No","Brown","Yes","Dachshund Wirehair"
"A711961","No","2015-09-14 16:00:00","Transfer","Cat",2,"Unknown","Unknown","No","Calico","Yes","Domestic Shorthair"
"A667007","Yes","2013-12-18 16:16:00","Transfer","Cat",90,"Female","Yes","No","Black","Yes","Domestic Shorthair"
"A691807","Yes","2014-12-04 17:20:00","Transfer","Dog",1825,"Female","Yes","Yes","Black","Yes","Flat Coat Retriever"
"A711454","No","2015-09-30 18:18:00","Adoption","Cat",30,"Male","Yes","Yes","Orange","Yes","Domestic Medium Hair"
"A687399","No","2014-09-06 14:07:00","Transfer","Dog",1095,"Female","No","Yes","Blue","Yes","Pit Bull"
"A712445","Yes","2015-09-25 17:44:00","Return_to_owner","Dog",365,"Male","Yes","Yes","Tan","Yes","Chihuahua Shorthair"
"A714524","Yes","2015-12-04 11:59:00","Transfer","Dog",730,"Male","Yes","No","Tan","Yes","Pit Bull"
"A692309","Yes","2014-12-26 15:45:00","Transfer","Cat",365,"Female","Yes","No","Black","Yes","Domestic Shorthair"
"A665230","Yes","2013-10-16 16:16:00","Return_to_owner","Dog",1095,"Female","Yes","No","Yellow","Yes","Labrador Retriever"
"A666859","Yes","2013-11-26 11:29:00","Euthanasia","Dog",1460,"Male","No","Yes","Blue","Yes","Staffordshire"
"A697187","Yes","2015-09-07 19:06:00","Adoption","Dog",1460,"Female","Yes","Yes","Blue","Yes","Pit Bull"
"A699378","No","2015-03-30 16:44:00","Adoption","Dog",60,"Female","Yes","Yes","Brown","Yes","Black Mouth Cur"
"A691053","Yes","2015-01-03 17:45:00","Adoption","Dog",365,"Male","Yes","Yes","Brown","Yes","Chihuahua Shorthair"
"A662568","Yes","2013-10-16 17:36:00","Adoption","Cat",60,"Male","Yes","No","Black","Yes","Domestic Medium Hair"
"A718846","Yes","2016-01-19 16:53:00","Return_to_owner","Dog",30,"Male","No","Yes","Red","Yes","Doberman Pinsch"
"A714132","Yes","2015-11-07 14:06:00","Adoption","Cat",2920,"Male","Yes","No","Brown","Yes","Domestic Medium Hair"
"A687860","Yes","2015-02-18 11:28:00","Transfer","Dog",1095,"Male","Yes","Yes","Gray","Yes","Lhasa Apso"
"A676665","Yes","2014-06-18 17:54:00","Adoption","Cat",365,"Male","Yes","No","Lynx Point","Yes","Siamese"
"A431223","Yes","2014-11-09 12:04:00","Return_to_owner","Dog",365,"Male","Yes","No","Tan","Yes","Other"
"A670815","Yes","2014-02-10 17:16:00","Transfer","Dog",150,"Male","Yes","No","Sable","Yes","Dachshund"
"A683729","No","2014-07-18 17:35:00","Adoption","Dog",365,"Male","Yes","Yes","White","Yes","Pointer"
"A668453","Yes","2013-12-12 18:35:00","Adoption","Dog",1095,"Female","Yes","Yes","Black","Yes","Other"
"A666658","Yes","2013-11-10 16:51:00","Adoption","Dog",60,"Male","Yes","Yes","Black","Yes","Labrador Retriever"
"A720546","No","2016-02-14 17:22:00","Adoption","Dog",365,"Male","Yes","No","Cream","Yes","Miniature Poodle"
"A665141","Yes","2013-10-16 17:49:00","Return_to_owner","Dog",365,"Male","Yes","Yes","Black","Yes","Siberian Husky"
"A718164","Yes","2015-12-28 17:00:00","Transfer","Dog",730,"Male","Yes","Yes","Black","Yes","Yorkshire Terrier"
"A672556","Yes","2014-02-17 15:22:00","Transfer","Dog",730,"Female","Yes","Yes","Brown","Yes","Other"
"A668108","Yes","2013-12-06 18:32:00","Adoption","Dog",365,"Male","Yes","Yes","Black","Yes","Chihuahua Shorthair"
